locus_tag	gene_symbol	product	type	sys	LanzaTech	MeOH	NO3_lowO2_slow_growth	NoCu	NoLanthanum	WT_control	WithLanthanum	aa3_KO	crotonic_acid	highCu	highO2_slow_growth	lowCH4	lowCu	lowO2_fast_growth	lowO2_slow_growth	medCu	slow_growth	uMax	unknown	pc1	pc2	pc3	tsne1	tsne2
EQU24_RS00095		hypothetical protein	CDS	other	-0.5897342026730699	-0.9681670153876911	0.01380752442784565	0.0	1.2282709228665218	-0.5721492827070962	1.732103707415308	-0.4618094129817774	0.23625791709292096	-0.16040155632635972	0.064381147450625	-0.9245341151620832	-0.2588198261813804	-0.4599447478343244	-0.32208582182200934	-0.3040958621044332	-0.07901190018752269	0.09452793515456805	-0.7389380478556047	-0.1719914956727664	-1.2603595029194736	-0.2837096107128952	0.4539185	-5.2408834
EQU24_RS00100		YchJ family protein	CDS	other	-1.3230643979463341	-0.7942626550256211	-0.6672234206117689	0.0	-0.8759197125653931	-1.636703470013597	-1.130691803443657	-1.1340334534643648	-0.24630197485160207	0.03233697341646729	0.16207361431668246	-0.21661719803643634	-0.22483609256036677	-0.33357918604580955	-1.7290472702829602	-0.275270165126126	-0.8282313904938424	0.1872983902198106	-1.6702873131734821	1.5128283427858746	0.9165572441358201	-0.6655940689639976	-4.5277476	5.1506767
EQU24_RS00105	crp	cAMP-activated global transcriptional regulator CRP	CDS	other	-2.4901340473511575	-1.8859127867553613	-1.0210966481252122	0.0	-1.119387521224647	-2.097125750847774	-1.5053782381057377	-0.9966737539515049	-0.8646040520275157	0.16062160280965654	-0.4123733147936673	-0.5562806532264222	-0.24286985438287323	-0.6391465946897442	-2.00673155905524	-0.22947502151317092	-0.6888032107688591	-0.008230874281790956	-1.7370740658035484	2.8447335131987947	0.8633881137944688	-0.021463767396279674	-7.033226	9.544573
EQU24_RS00110		OsmC family protein	CDS	other	-3.0763780898437383	-2.081989827686257	-1.1183384206984266	0.0	-1.8532302133902419	-1.8401031074392828	-2.0457215200096095	-1.348608732872329	-0.8380459146970931	0.1477167908397106	-0.8749145699301175	-1.1223753092437538	-0.13669142824416963	-0.5146429086719156	-2.673578632853909	0.11116247577700912	-1.7889036712049933	0.05211261055735634	-2.091502998712563	3.7490008893148667	1.9185546567681713	0.4265864867221931	-6.346501	10.362428
EQU24_RS00115	speD	adenosylmethionine decarboxylase	CDS	other	-0.8480420194462986	-1.795910295159094	-1.3113267827275719	0.0	-1.5681202385889927	-1.3624214741761118	-1.7717164630824134	-1.0087872634565758	-0.3860291541236549	0.4456679807117229	-0.5085287348475366	-0.8516398578769866	0.03598205902773677	-0.29284207615599617	-2.382727338368285	0.08184302349178042	-1.130953843558308	0.22049231551328374	-1.6032388525267427	2.071821140024693	2.2440068480297946	0.35915835251245654	-3.8525343	10.59888
EQU24_RS00125		autotransporter outer membrane beta-barrel domain-containing protein	CDS	other	0.13644356092703355	-1.3490932617487228	0.7425622620919018	0.0	0.4206908412630116	0.9541923447429854	0.3836195338825638	1.2163611040516313	0.293292739704151	-0.41639224577856776	0.29428588333028094	-0.30306820912483295	-0.18529833061220694	-0.6722121304392907	-0.8381475434314313	-0.4389620899753252	1.3363639331377533	-0.5060717309850635	-0.9683308450761953	-1.0667072841510374	-1.7395790050514766	1.0398185148207262	-0.8779683	-10.906683
EQU24_RS00130		hypothetical protein	CDS	other	-1.007770998161879	-0.5500963234129426	0.4423152057692258	0.0	0.6258159312036506	0.40338913510342217	0.9062512250052077	0.3559526438452232	0.43392686519074264	-0.699485329634411	1.1722535135088483	-0.1487733914656899	-0.01172105950795342	-0.16609630939947007	-0.9925786281523828	-0.03493681346785756	1.089192827205868	-0.05000567335724115	-1.1424402481986204	-1.3465112083754849	-0.8649300118757901	0.6996823171183819	2.0311	-6.713887
EQU24_RS00135		DUF2807 domain-containing protein	CDS	other	-0.028574876390702653	0.1337727887880981	0.29635215378060337	0.0	0.576260480184962	0.338486215110356	0.7392986270433104	0.14373976011434716	0.17228697440023105	-0.3018631363648066	0.6890181424592567	0.09111426978269366	-0.1441284629747758	0.1091090985673236	-0.950731626735217	-0.12574810247109797	0.5790100888773109	0.3066753138276437	-0.013041464092022568	-1.8030423417366646	-0.40336151660066666	-0.41331466269344797	5.746765	-7.515352
EQU24_RS00140		OmpA family protein	CDS	other	0.19693640208443172	-0.7497326342083082	0.45964394718459595	0.0	1.1327003527046833	0.8399776914660219	1.4830467578222783	0.9355745948088637	0.4383174582100534	-0.32197538968128947	1.2885865172524218	-0.15088170696279335	-0.1365215055056995	-0.197112746418888	-0.29946546309173117	-0.24687261898697502	1.0602699900243917	0.011835096404552374	-0.08415721677321425	-2.287103617603987	-1.5927092563042538	0.4375596659490407	3.3263197	-10.917133
EQU24_RS00145		hypothetical protein	CDS	other	0.21941410972271602	-0.721789748808994	0.35330144544178893	0.0	0.7818139221500127	0.9409929507636592	0.6076621179156476	1.000980083448545	0.3879099258007466	0.10866013713645556	0.8558434001786328	-0.3328133857328544	-0.016802343974859014	-0.4348803537317035	-0.6365763453714122	-0.4963463504833228	0.8102393576635321	-0.18085566631314406	0.4619581272286523	-1.9092039299950803	-1.2363823310223228	0.45166815765465096	3.5619946	-10.57035
EQU24_RS00150		DUF4384 domain-containing protein	CDS	other	-0.27219002642960016	-0.6183655819937145	0.36218772814184136	0.0	1.1554426671570028	0.8971891950630994	1.2937572166435438	0.7725051543311303	0.4156505101464446	-0.4126580581149909	1.2176838157420595	-0.34796202399152387	-0.02793227050428257	-0.35086002617148543	-0.1467741028053589	-0.3840647456913136	1.132265162980564	0.172139099310311	-0.1271530724245685	-2.060654374656141	-1.6643057678348538	0.6110515200261382	3.3092842	-10.971888
EQU24_RS00155		hypothetical protein	CDS	other	-0.656160480336946	-0.7935983581966901	-0.18207586923958358	0.0	0.6722508473815738	0.3116538478514169	1.014485248279134	0.2352271340245017	-0.1885657079715432	-0.8261151368327613	0.5999742986935778	-0.7234716465851108	-0.1902461662496795	-0.5824894465918711	-0.4696792436514495	-0.5629965888681846	0.6888329248860778	-0.43212341106419294	-0.36118617395404035	-0.2535985759547851	-2.039877812972734	0.22006806066870072	-2.0090942	-9.261091
EQU24_RS00160		hypothetical protein	CDS	other	0.13476194303682718	-2.111035195854866	0.3923530644109716	0.0	1.9152570594467166	1.7765492899694868	2.3455405090526904	1.749373921523697	0.09761704982297473	-0.5162449435666366	0.4453385727916342	0.37520530842922134	-0.13538386610413083	-0.7089864945983644	0.878745661341503	-0.8687005527794025	1.9120990163252258	-0.764411627458709	0.8543556405019296	-2.3112663365544606	-3.723440797051092	1.190966556505133	3.1181657	-12.465239
EQU24_RS00165		hypothetical protein	CDS	other	-0.2656254941578974	-0.555895949302684	-0.31604298707637823	0.0	0.9595500961394154	-0.2747928240493909	1.0956374748194448	-0.0690507235245666	0.037326401777184756	-0.6053043840681713	0.8069164513498408	-0.4581337391831612	-0.35249287396846235	-0.6758887549534628	-1.091428162806502	-0.568866490169649	0.5762072353341683	-0.13432055732148426	0.6803535435735111	-0.5340261725358848	-1.8474883591062927	-1.0436862196075294	1.0274346	-7.9435205
EQU24_RS00170		caspase family protein	CDS	other	0.0387012630070117	-0.9401738306810259	-0.003471059042258653	0.0	0.28293732515846165	-0.24144061357515434	0.370358001985396	-0.11391251479160414	-0.02360348048739676	0.08593446778504223	0.36043212751543907	-0.4584350208532423	-0.11676075045010824	-0.09359177503512799	-1.7086431568847142	-0.10692471702142443	0.547617382649259	-0.031071972478912174	-0.12947381350977166	-0.7057939704785735	-0.03398927958362227	-0.12518549333654375	2.7251627	-1.2625881
EQU24_RS00175		hypothetical protein	CDS	other	-2.2530584740077195	-2.2031718321684055	-0.6407642591836517	0.0	-0.08292991715154381	-1.3629211290569532	-0.3153213972771927	-1.27406621886358	-0.6514227172078659	-1.0876436187726555	-0.3058172956898585	-2.0704856786188146	-0.7840593171270605	-1.4740612658620547	-2.2788564824589024	-1.2086194335967813	-0.6746113796290679	-1.2105781986569486	-1.9238718854317676	4.428419417707073	-2.962376779776651	-0.9934262708145271	-11.320122	0.026731946
EQU24_RS00180		ISAzo13 family transposase	CDS	other	-0.9711424445579784	-0.8102891661867686	-0.26595824608715907	0.0	1.6416374762133905	0.03773164202681369	1.518055750985199	-0.4553967084973046	0.09108145017710469	-0.27992326060655637	0.13047893552597367	-0.813512104934127	-0.012538713612349001	-0.3461311105334631	-2.4303283018856905	0.13415068527589263	-0.12321865134169273	-0.06524920458984843	-1.4729714556177975	-0.01972602592297859	-0.03609199837997398	-0.15429494753399411	1.1717134	2.423236
EQU24_RS00185		hypothetical protein	CDS	other	-0.8096965185503913	-0.029320768534455255	-0.272128617853165	0.0	0.9543901948124436	-0.5123631800329729	0.9234208609800185	-0.9080626490104142	0.49404475284794785	0.2834279625053993	0.7301649698081347	-0.18821964531485572	-0.023933812129240856	-0.11425778523522113	-1.027145638479991	-0.02371176339030421	-0.40305086002238527	0.5652135656961736	-1.1990976610558168	-0.845423897196794	0.5834994704653234	-0.6457963424234047	6.779801	1.4045408
EQU24_RS00190		hypothetical protein	CDS	other	-0.6783092743224517	0.21877339402048096	-0.7292528619651509	0.0	-0.10896167213043693	-0.8160208867277788	-0.3063610636059717	-1.0013241304768348	0.5651427480516278	-0.34777218558277717	-0.3147917054499477	-0.6871492416951883	0.4739251814017229	0.49748271729696825	-4.163284558697972	0.6131928738575786	-1.4094508103880476	0.5580073604016227	0.09859275811607789	-0.005111159317115684	3.1829911409389204	-0.6840708046751299	7.1290383	8.823278
EQU24_RS00195		DUF4338 domain-containing protein	CDS	other	-1.4596585456141709	-0.33461857211758206	-0.6966859456772005	0.0	-0.24706121776573728	-0.894052456655756	-0.3226252256944341	-0.8312598801795809	0.3632010945150005	0.42848830629692586	0.3330507655215713	-0.6440804145716912	0.0033223061866921614	-0.03758708273404283	-2.0564689952601536	0.25975201203691556	-1.1078148759983233	0.9078621068897201	-2.2654635499660754	0.4402222339337456	1.9873088721867798	-0.2546792433108228	-1.9784205	7.234207
EQU24_RS00200		hypothetical protein	CDS	other	-0.8781515721732409	-0.24250891492888876	-0.6898177545945041	0.0	0.23456817812285327	-0.5592664649668726	0.3289581445971459	-1.3431032652258537	-0.146130761173269	0.14702782492567854	0.467513589342404	-0.7038089489491852	0.048786381609199625	-0.4820957997018463	-1.909654075472333	0.09196416277309162	-0.840347186865088	0.16135408250475455	-1.1099440064196333	0.42596114196998147	1.0918487898575182	-0.45614754172228367	-1.0847667	4.594374
EQU24_RS00205		IS66 family transposase	CDS	other	-5.78593609212092	0.3190914795526035	3.595119088575413	0.0	7.855550595369841	5.022144301344973	7.711429286132045	4.073712723837768	4.933033110388597	-5.78593609212092	4.045298322744006	3.078947231035391	0.7017633574208418	2.599299224751274	-5.78593609212092	2.6350125073189554	-5.78593609212092	3.6897663570247228	-5.78593609212092	-6.600389594985358	0.39153286577171764	1.1631885320516884	4.8713083	-9.167775
EQU24_RS00210		DUF3800 domain-containing protein	CDS	other	-1.1233724453427438	-0.5507421535727701	-0.5302011943130054	0.0	0.7568281200189788	-0.9398302757582297	1.1409391393746808	-1.110246229899777	-0.1247116110179992	-0.04012486367635752	0.5890044381006666	-0.9099132553675972	0.05111361704438552	-0.6266902385926869	-0.6980402718741433	-0.1286424294579377	-0.1683233020123716	0.006710635244738077	-0.5626931604164133	0.17886516338899922	-0.1609735984337189	-0.08814588482252965	0.18412659	-1.585111
EQU24_RS00215		type II toxin-antitoxin system HicB family antitoxin	CDS	toxin	0.34221346902967914	-1.158266171800084	-0.099258895451192	0.0	0.20645184805947223	-0.36456146196480366	0.27260905443977945	-0.09825879038703712	0.2246546575925122	-0.11178437988564922	0.8291147186517138	-0.6213979667845371	0.03645059447237597	-0.5587430051669984	-0.7875272483622784	-0.21186751100592352	0.5438201022688969	-0.006013927232995075	-0.501888716395768	-0.6793514278022206	-0.31848079208380653	0.5540503727776243	-2.7094429	-6.901937
EQU24_RS00220		type II toxin-antitoxin system HicA family toxin	CDS	toxin	-0.234613694030327	-1.5148519483951814	-0.40020516992730953	0.0	0.5365209244119749	-0.7717628108119567	0.37596642152110343	-0.6043968994086096	-0.02678574827072365	-0.4609114225307115	0.6679293450262539	-0.7949382592206025	-0.3024000577416016	-0.7362201509316485	-1.164649968385607	-0.34486682526008555	-0.15344812560546223	-0.2581951227702226	-0.0475415364200769	0.5087434675230651	-1.1111967489790966	-0.40952489661349945	-5.8199987	-5.3042006
EQU24_RS00225		HAD family hydrolase	CDS	other	-0.6666192047018011	0.09214921948148917	-0.10519531765153231	0.0	0.521315352336766	-0.43742390683715554	0.3165590972754424	-0.8740726398894135	0.5358046994794	-0.06953314740046283	0.10403248788448619	-0.1379778498063007	-0.2906351896589139	0.20821043934330755	-2.517955191749167	-0.24785272632563687	-0.9647430123681197	0.634783694036789	1.192489788414394	-0.6274207709778473	0.36240961167733676	-2.151101849988344	8.113589	-1.4239187
EQU24_RS00230		hypothetical protein	CDS	other	-0.6343606690850514	-0.6441900417176392	-0.7249277235518481	0.0	-0.8420072277610875	-1.0112281781570263	-0.9772484802072123	-1.157303621017494	-0.08896288870667154	-0.19469878255129652	0.013258872623115838	-0.6565243452020999	-0.22525154564241395	-0.32732207072491865	-2.027434812974493	-0.3783795932207196	-0.5953191172269773	0.23183024631156277	-1.0501485736322644	1.2488531588134841	0.5717485381905923	-0.8635103821909499	-4.9668775	3.7567651
EQU24_RS00235		type II toxin-antitoxin system RelE/ParE family toxin	CDS	toxin	-0.32946352200905893	0.3124200058913601	-0.11291585928540612	0.0	0.24918737093937862	-0.7450978400398007	0.08003069828385595	-1.1823350504562804	0.6410037893142053	0.06746623430790948	0.4148819190957247	0.02892130087737746	0.017780368682633368	0.4209797514034004	-1.6782039505161919	0.04506932766480066	-0.6117204986581366	0.8649288641464034	0.2994590679367434	-1.1670056721086168	1.3724036969744426	-1.2431593437828863	9.167861	0.79262435
EQU24_RS00240		hypothetical protein	CDS	other	-0.9622477298578819	0.07185257901668252	-0.17360271166168437	0.0	-0.5553474918760323	-0.5180027562115384	-0.7452489968251479	-1.3852909887537344	0.5838543075533547	0.39098816113990137	0.8592876736819787	0.0037507986420127495	-0.1296061762309532	0.7106244967775248	-2.0277841047677017	-0.3245396114108944	-1.1297017455888816	0.8869977442423366	-0.22830102277634112	-0.5488389879524369	1.3707766866753384	-1.5023496958310658	7.8525815	3.2783096
EQU24_RS00245		cation transporter	CDS	other	-1.185219147520386	-0.5175747031588573	-0.12907341266569225	0.0	-0.10994358170148952	-0.9390889877762031	-0.23370582932891362	-1.3545079640566253	0.21267460214196024	0.09599611516084594	0.2779952957269611	-0.28806090832136716	-0.10622206624910638	0.38543317972483976	-1.5451201205399685	-0.013299099897697729	-1.0098379043249703	0.5831920053240233	-0.9810680918130847	0.15358380237435787	1.13136470161276	-0.6637845386022218	-2.4505012	6.0602674
EQU24_RS00250		hypothetical protein	CDS	other	-0.7360238801972694	-0.9241318478853967	-0.36841336758075865	0.0	1.2475224391259943	2.7817524453554596	1.6212347356662813	1.819590724877218	0.6047376751127764	-0.45039931834002156	0.7354844271091567	-0.7156347093628419	-0.449028985500584	-0.45279250220976175	-0.479678826976645	-0.8266824690302726	0.33096784537610385	0.22979810861232527	-0.5291200091373984	-1.525416195588828	-3.0007844132964765	0.07979736999335996	0.34848577	-10.529903
EQU24_RS00255		hypothetical protein	CDS	other	0.09081336290172994	-0.5060951777253241	0.216168336315935	0.0	1.7823774704560313	2.474262944936054	2.0353082446581934	1.6984564245274334	0.8822043338468138	0.7789728310380666	1.0270990248791598	-0.07157594558107207	-0.13196908781649436	0.10873356311043428	-0.9525561873201907	-0.16364160627409427	0.6607032443265359	0.8163293220066677	0.7487383613082887	-3.7309127014501056	-0.9391085340723029	-0.03229677133726	4.9502444	-10.638866
EQU24_RS00260		hypothetical protein	CDS	other	-0.21095570442386516	-0.8961845979087889	0.05440104601724261	0.0	1.7553614477842445	1.6508854803010395	1.865609848613132	0.9253054844907539	0.7841888640671254	0.12820030968773516	0.8593384049495882	-0.12604017495198458	-0.3171810407576813	-0.11119515047178147	-0.5371788976871326	-0.4076390575718933	0.4029021610809261	0.21222211105477834	-0.7361656980841865	-2.1078051774179114	-1.7308380397901186	-0.15203771664777502	0.4300528	-10.19581
EQU24_RS00265		glucosidase	CDS	other	-0.22691054056542428	-0.6750776438066883	0.02573472268949345	0.0	0.9166239755505421	-0.18217717265035052	0.7178212379887062	-0.17315236845640658	0.1682896505866989	-0.28232504313744944	0.6122616497583687	-0.5105255149199692	-0.3147245516504795	-0.30353079160661217	-1.6725545122061347	-0.4026820609325689	-0.2572663791156199	0.10517821873371806	-0.27113128506984896	-0.3912530508563881	-0.9074091740484675	-0.920839351926522	-0.59453374	-5.7584305
EQU24_RS00270		Crp/Fnr family transcriptional regulator	CDS	other	-1.2852036817209915	-0.734833656389106	-0.615646846306841	0.0	0.378395386020358	-1.0579863980280888	0.2590079441590489	-0.9752360865546813	-0.12680828083909623	-0.10029073661380226	0.33317422842031663	-0.4785192256257096	-0.15801531856655834	-0.4680599694817232	-1.3468255755393044	-0.3311466320666001	-0.0294214072553858	-0.10293096809641968	-0.909072648894956	0.6926692312494651	-0.2133101260960724	-0.586271719514232	-5.81202	0.49909043
EQU24_RS00275		hypothetical protein	CDS	other	0.3092207387628193	-0.9838125873703645	0.12248456472637669	0.0	0.7496955921262809	-0.30715765419628543	0.7199416472330937	-0.08178063333882422	0.5711376078801456	-0.1471022563571508	0.6113562304925593	-0.38706734372167456	-0.1003021368876864	-0.074145332046171	-1.6537246185960714	-0.29103216588129205	-0.00404851297975689	0.31275485169496975	-0.4052136612595997	-0.9235030220788907	-0.28655788206247096	-0.43008431596560043	3.7040887	-1.7439396
EQU24_RS00280		adenylate/guanylate cyclase domain-containing protein	CDS	other	0.2138235436422333	-0.04977656343660509	0.05439483444686123	0.0	0.8581591525011228	-0.3145799308125647	0.7379265753583397	-0.48524428988118146	0.7150304769982812	0.07382399880276987	0.6488989600133648	-0.012553756281375545	-0.09284926104753942	0.2510063455299017	-1.2442576641050993	-0.181762857363543	-0.34766692161107926	0.5117159001622357	0.1505469025841987	-1.5542216591841205	0.24587458274432422	-1.063838786286306	7.8043084	-3.237165
