locus_tag	gene_symbol	product	type	sys	LanzaTech	MeOH	NO3_lowO2_slow_growth	NoCu	NoLanthanum	WT_control	WithLanthanum	aa3_KO	crotonic_acid	highCu	highO2_slow_growth	lowCH4	lowCu	lowO2_fast_growth	lowO2_slow_growth	medCu	slow_growth	uMax	unknown	pc1	pc2	pc3	tsne1	tsne2
EQU24_RS00055		DUF3240 domain-containing protein	CDS	other	0.41274769416539625	-0.843823179851179	-0.3331389531454831	0.7326210023387281	0.3381190611429053	0.3105620946787201	0.28868547049563675	0.09489877985870776	1.0374981916597725	0.800762180415959	0.45480782246682333	-0.16951221275982037	0.7157619582586401	-0.3771123700325232	-2.565780018629281	0.5736619094771436	0.05520975818197925	0.0	-0.5175050087422375	-1.6713009856422598	-1.1311333194849207	-0.32608571662149327	-10.116659	1.8798536
EQU24_RS00060		bifunctional diguanylate cyclase/phosphodiesterase	CDS	other	-1.051444584293857	-1.3447092794009077	-0.24107271699890284	-0.0026103811562645882	0.33711315354463195	-0.18113401719737657	0.26567307396861595	-0.33660734766611883	-0.24496675944268798	0.09244143436638448	-0.4795121056192064	-1.0783308913859588	-0.06757770745491677	0.001016285626759315	-1.0904113650257474	-0.07867614930620147	0.14400350772501727	0.0	-1.2632761314440577	0.3423177876128258	0.01824923863852368	0.9191300917236488	1.6725916	1.7138836
EQU24_RS00065		DUF839 domain-containing protein	CDS	other	-0.774463690659464	-0.7935983434386783	-0.4815719276032665	-0.5336409743000197	-0.0411278644651285	-0.8317529357884916	-0.09819497739377679	-0.9623002071082819	-0.5385854182775576	-0.586192077832773	-0.20020920291912364	-0.9845083087660337	-0.7279685448559415	-0.028704386209381524	-1.8570990348318706	-0.5760660387740888	-0.48933443989213876	0.0	-0.5535266706683732	1.4970126237048562	0.33884520982502714	-0.236442050544111	8.039743	-2.3692145
EQU24_RS00070	tatA	twin-arginine translocase TatA/TatE family subunit	CDS	other	-1.0327141886993927	-2.0227998229965944	-0.28566609876907395	-0.2675067986310225	-0.463959732016554	-0.3230159142747562	-0.9640448444432776	-0.5138901374445607	-0.4215503500202426	0.24831487086484996	0.2267169472259718	-1.2563305566715242	0.036638372520982905	0.23060740161905877	-0.9115460532812037	-0.380352830823589	0.1720502064667864	0.0	-1.677334590396403	0.7427045842103115	-0.03219614010884032	1.896238110677181	1.7020749	1.8049425
EQU24_RS00075	tatB	twin-arginine translocase subunit TatB	CDS	other	-1.7599137754065783	-0.6786846042672662	-0.1351054953779915	-0.31166229546344937	-0.16238601145028916	-0.2899867055681333	0.3878301242808995	-0.3198783274897415	-0.08967981260585177	0.35783171068566944	-0.5636660349293787	-0.47985131938167863	0.12420960981899663	0.3079661056350645	-0.5743473697591078	0.09057039669528474	0.6460780596619727	0.0	-0.6080499313688523	-0.5004375427022816	-0.40034253205974907	0.5423336226478551	-4.151208	4.6099772
EQU24_RS00080		hypothetical protein	CDS	other	-1.784873456919173	-0.8219451225676426	-0.7920095232702298	-0.2752144379341599	-0.17260918471660433	-1.481285244555027	0.03291683618456128	-1.404790344132739	-0.5525172266646408	-0.4876263172127745	0.04027137845034053	-0.8795819234635742	-0.5306215117545082	-0.7637228223821426	-1.9586445866550313	-0.5088121559948343	-0.9587485255645326	0.0	-0.8176254980661775	2.4831599823871566	-0.427739368772862	-0.6584394048667648	8.809887	2.7965364
EQU24_RS00085		prolipoprotein diacylglyceryl transferase	CDS	other	-0.7733361905544738	-1.3357501788830473	-0.7439199528655329	-0.4768778517635411	-0.36599384273075525	-0.6723532980888622	-0.5753844117885503	-0.6438185984062872	0.22749352088520344	0.03308298045463584	-0.09583812166074532	-0.8875286014359236	-0.4162593771093405	-0.7598211143969344	-2.2543878450877486	-0.06594431545095288	-1.4219412591037812	0.0	-1.1106966553916224	1.9539373580219301	-0.4094867562518959	0.027668601377323892	4.290499	5.2529964
EQU24_RS00090	thyA	thymidylate synthase	CDS	other	-0.5768740712030692	-1.0067301055803872	-0.3909849788093806	-0.4053817640734667	0.3760168531857832	-0.8419775660265649	0.7515926063878057	-1.0097426223899537	0.09943526176111184	-0.2989488309503827	-0.03991233578612519	-0.7004598441148311	-0.46597298267298354	-0.44409821792418386	-1.1960726194149025	-0.4062498441042895	-0.8490331175384478	0.0	-0.822684991115227	1.042488154230419	0.22089467865212925	-0.6374813300499393	4.822553	-0.9128611
EQU24_RS00095		hypothetical protein	CDS	other	-0.6842621378276379	-1.062694950542259	-0.08072041072672234	-0.09452793515456785	1.1337429877119538	-0.666677217861664	1.6375757722607402	-0.5563373481363453	0.14172998193835282	-0.25492949148092764	-0.030146787703943065	-1.019062050316651	-0.35334776133594825	-0.5544726829888922	-0.4166137569765773	-0.398623797259001	-0.17353983534209078	0.0	-0.8334659830101725	0.25193838750312486	0.6741744329343756	-0.365199662303088	-2.3702362	-0.26405576
EQU24_RS00100		YchJ family protein	CDS	other	-1.5103627881661448	-0.9815610452454318	-0.8545218108315797	-0.18729839021981068	-1.0632181027852041	-1.8240018602334076	-1.3179901936634677	-1.3213318436841754	-0.4336003650714127	-0.15496141680334344	-0.02522477590312817	-0.403915588256247	-0.41213448278017767	-0.5208775762656201	-1.916345660502771	-0.4625685553459367	-1.0155297807136532	0.0	-1.8575857033932928	2.640607297189983	-1.2713937437436391	-0.1284472322555885	7.367851	6.6727715
EQU24_RS00105	crp	cAMP-activated global transcriptional regulator CRP	CDS	other	-2.4819031730693664	-1.8776819124735706	-1.0128657738434212	0.008230874281790767	-1.1111566469428562	-2.0888948765659827	-1.497147363823947	-0.9884428796697139	-0.8563731777457246	0.16885247709144735	-0.4041424405118764	-0.5480497789446311	-0.23463898010108247	-0.6309157204079534	-1.9985006847734492	-0.2212441472313802	-0.6805723364870682	0.0	-1.7288431915217575	3.086190226235038	-1.750202157400158	0.8326953019875759	3.5855594	10.867362
EQU24_RS00110		OsmC family protein	CDS	other	-3.1284907004010947	-2.1341024382436133	-1.170451031255783	-0.052112610557356456	-1.9053428239475985	-1.892215717996639	-2.097834130566966	-1.4007213434296855	-0.8901585252544494	0.09560418028235408	-0.927027180487474	-1.1744879198011102	-0.18880403880152605	-0.5667555192292719	-2.7256912434112652	0.05904986521965276	-1.8410162817623497	0.0	-2.1436156092699195	4.508613718908704	-1.9380802406736328	1.5148189636153373	12.331896	8.196173
EQU24_RS00115	speD	adenosylmethionine decarboxylase	CDS	other	-1.0685343349595824	-2.016402610672378	-1.5318190982408555	-0.2204923155132837	-1.7886125541022766	-1.5829137896893957	-1.992208778595697	-1.2292795789698596	-0.6065214696369385	0.2251756651984391	-0.7290210503608203	-1.0721321733902704	-0.184510256485547	-0.5133343916692799	-2.6032196538815686	-0.13864929202150325	-1.3514461590715918	0.0	-1.8237311680400266	3.565831622543822	-1.9413300255362878	0.9314421556234477	10.453606	8.046387
EQU24_RS00125		autotransporter outer membrane beta-barrel domain-containing protein	CDS	other	0.6425152919120971	-0.8430215307636595	1.2486339930769654	0.5060717309850634	0.9267625722480749	1.4602640757280492	0.8896912648676274	1.7224328350366946	0.7993644706892145	0.08967948520649589	0.8003576143153445	0.2030035218602305	0.32077340037285657	-0.16614039945422737	-0.332075812446368	0.06710964100973837	1.8424356641228168	0.0	-0.4622591140911317	-3.9621936584008677	1.1141938061144636	0.9741316694392358	-10.738503	-7.8540206
EQU24_RS00130		hypothetical protein	CDS	other	-0.9577653248046376	-0.5000906500557012	0.49232087912646716	0.050005673357241216	0.6758216045608918	0.4533948084606635	0.9562568983624489	0.4059583172024641	0.48393253854798385	-0.6494796562771699	1.2222591868660897	-0.09876771810844867	0.03828461384928783	-0.11609063604222891	-0.9425729547951416	0.01506885988938364	1.1391985005631093	0.0	-1.0924345748413793	-1.837191725687864	1.1601060017774667	0.16184982922512292	-9.471076	-0.57433057
EQU24_RS00135		DUF2807 domain-containing protein	CDS	other	-0.3352501902183462	-0.1729025250395455	-0.01032316004704036	-0.30667531382764357	0.2695851663573184	0.03181090128271225	0.43262331321566666	-0.16293555371329663	-0.13438833942741252	-0.6085384501924503	0.3823428286316132	-0.2155610440449502	-0.4508037768024195	-0.1975662152603199	-1.2574069405628607	-0.4324234162987416	0.27233477504966713	0.0	-0.31971677791966635	-0.5181604646214264	0.6393845824249427	-0.5261779677373775	-2.8081038	-3.907006
EQU24_RS00140		OmpA family protein	CDS	other	0.18510130567987948	-0.7615677306128605	0.4478088507800436	-0.011835096404552206	1.1208652563001311	0.8281425950614697	1.4712116614177262	0.9237394984043112	0.4264823618055012	-0.3338104860858419	1.2767514208478696	-0.16271680336734567	-0.14835660191025177	-0.20894784282344034	-0.3113005594962836	-0.2587077153915273	1.0484348936198393	0.0	-0.09599231317776658	-2.626518377230592	1.5194386003056828	0.0776507415438103	-7.9181566	-7.544367
EQU24_RS00145		hypothetical protein	CDS	other	0.4002697760358601	-0.54093408249585	0.5341571117549331	0.18085566631314418	0.9626695884631566	1.1218486170768032	0.7885177842287917	1.1818357497616891	0.5687655921138906	0.28951580344959976	1.036699066491777	-0.1519577194197103	0.16405332233828498	-0.2540246874185594	-0.45572067905826824	-0.31549068417017884	0.9910950239766761	0.0	0.6428137935417965	-3.1482392470202303	0.9213048850824971	0.1774005685126851	-9.047091	-7.271816
EQU24_RS00150		DUF4384 domain-containing protein	CDS	other	-0.4443291257399111	-0.7905046813040256	0.19004862883153062	-0.17213909931031082	0.9833035678466919	0.7250500957527883	1.121618117333233	0.6003660550208194	0.24351141083613362	-0.5847971574253017	1.0455447164317486	-0.5201011233018347	-0.20007136981459336	-0.5229991254817963	-0.3189132021156698	-0.5562038450016245	0.9601260636702533	0.0	-0.29929217173487943	-1.5012395816862034	1.588618091273836	0.15561273471019024	-5.23672	-7.7893457
EQU24_RS00155		hypothetical protein	CDS	other	-0.22403706927275274	-0.36147494713249684	0.2500475418246096	0.4321234110641932	1.104374258445767	0.74377725891561	1.4466086593433272	0.6673505450886945	0.2435577030926498	-0.393991725768568	1.0320977097577706	-0.2913482355209175	0.24187724481451364	-0.1503660355276781	-0.03755583258725652	-0.13087317780399163	1.1209563359502708	0.0	0.07093723711015285	-2.7268733391041113	0.9540621140542549	-0.031248432677453416	-8.120862	-7.4465623
EQU24_RS00160		hypothetical protein	CDS	other	0.8991735704955359	-1.3466235683961565	1.1567646918696803	0.7644116274587089	2.6796686869054254	2.5409609174281957	3.1099521365113993	2.513785548982406	0.8620286772816836	0.24816668389207222	1.2097502002503433	1.1396169358879302	0.629027761354578	0.05542513286034462	1.643157288800212	-0.10428892532069332	2.6765106437839346	0.0	1.6187672679606386	-6.91606507018685	2.090546164063771	0.459213432870259	-12.700485	-8.499275
EQU24_RS00165		hypothetical protein	CDS	other	-0.131304936836413	-0.4215753919812	-0.18172242975489394	0.1343205573214844	1.0938706534608997	-0.14047226672790666	1.2299580321409291	0.06526983379691777	0.1716469590986691	-0.4709838267466871	0.9412370086713251	-0.32381318186167696	-0.21817231664697803	-0.5415681976319784	-0.9571076054850176	-0.43454593284816484	0.7105277926556526	0.0	0.8146741008949954	-1.4043166021732714	0.6620515363211905	-1.0486421331935984	-5.6033645	-5.7181478
EQU24_RS00170		caspase family protein	CDS	other	0.06977323548592386	-0.9091018582021136	0.027600913436653565	0.031071972478912024	0.3140092976373736	-0.21036864109624223	0.40142997446430806	-0.08284054231269186	0.00746849199151545	0.11700644026395443	0.3915040999943512	-0.42736304837433015	-0.0856887779711961	-0.06251980255621588	-1.677571184405802	-0.0758527445425122	0.5786893551281711	0.0	-0.09840184103085944	-1.005313104364007	-0.05683863107860925	-0.021939218522324742	-0.9720681	-4.9499245
EQU24_RS00175		hypothetical protein	CDS	other	-1.0424802753507707	-0.992593633511457	0.569813939473297	1.2105781986569488	1.1276482815054047	-0.15234293040000468	0.8952568013797559	-0.06348802020663152	0.5591554814490827	0.12293457988429299	0.9047609029670901	-0.8599074799618659	0.42651888152988826	-0.2634830672051057	-1.0682782838019538	0.001958765060167485	0.5359668190278808	0.0	-0.713293686774819	-1.5844306720294288	0.18632568453086915	0.37875330025156845	-8.417715	1.3550854
EQU24_RS00180		ISAzo13 family transposase	CDS	other	-0.9058932399681299	-0.7450399615969199	-0.2007090414973106	0.06524920458984834	1.706886680803239	0.10298084661666201	1.5833049555750476	-0.3901475039074561	0.1563306547669532	-0.21467405601670791	0.19572814011582237	-0.7482629003442787	0.05271049097749937	-0.28088190594361473	-2.365079097295842	0.19939988986574098	-0.057969446751844324	0.0	-1.407722251027949	-0.20296152334485346	0.5632565237621575	-0.46972435604294094	-3.4620578	0.9676384
EQU24_RS00185		hypothetical protein	CDS	other	-1.374910084246565	-0.5945343342306288	-0.8373421835493386	-0.5652135656961738	0.3891766291162698	-1.0775767457291465	0.3582072952838448	-1.4732762147065879	-0.0711688128482258	-0.28178560319077434	0.16495140411196116	-0.7534332110110296	-0.5891473778254144	-0.6794713509313945	-1.5923592041761647	-0.5889253290864778	-0.968264425718559	0.0	-1.7643112267519903	2.117265750789473	-0.02508195348465834	-0.9624198252098283	8.17627	2.5222223
EQU24_RS00190		hypothetical protein	CDS	other	-1.2363166347240744	-0.3392339663811419	-1.2872602223667735	-0.5580073604016227	-0.6669690325320594	-1.3740282471294014	-0.8643684240075943	-1.5593314908784575	0.007135387650005308	-0.9057795459843999	-0.8727990658515703	-1.245156602096811	-0.08408217899989978	-0.06052464310465435	-4.721291919099595	0.05518551345595593	-1.9674581707896703	0.0	-0.4594146022855447	3.2743284333197975	-0.7365077241424937	-1.2141762981195674	10.4393835	1.0805391
EQU24_RS00195		DUF4338 domain-containing protein	CDS	other	-2.3675206525038908	-1.2424806790073022	-1.6045480525669207	-0.90786210688972	-1.1549233246554573	-1.801914563545476	-1.230487332584154	-1.7391219870693009	-0.5446610123747194	-0.4793738005927943	-0.5748113413681488	-1.5519425214614113	-0.904539800703028	-0.9454491896237628	-2.964331102149874	-0.6481100948528045	-2.0156769828880434	0.0	-3.1733256568557953	5.456200757052256	-0.617563632634912	0.08093541690972424	12.869838	5.9276347
EQU24_RS00200		hypothetical protein	CDS	other	-1.0395056546779953	-0.4038629974336433	-0.8511718370992587	-0.1613540825047545	0.07321409561809868	-0.7206205474716272	0.16760406209239148	-1.5044573477306082	-0.30748484367802353	-0.014326257579075755	0.3061595068376496	-0.8651630314539397	-0.11256770089555496	-0.643449882206601	-2.0710081579770874	-0.06938991973166277	-1.0017012693698426	0.0	-1.2712980889243877	1.4984030971160778	-0.8271716805864131	-0.7446597233284976	-1.3823588	7.3043766
EQU24_RS00205		IS66 family transposase	CDS	other	-9.475702449145643	-3.370674877472119	-0.09464726844930957	-3.6897663570247228	4.165784238345117	1.3323779443202501	4.021662929107323	0.383946366813045	1.2432667533638744	-9.475702449145643	0.3555319657192832	-0.6108191259893314	-2.988002999603881	-1.090467132273449	-9.475702449145643	-1.0547538497057671	-9.475702449145643	0.0	-9.475702449145643	12.714450634163677	12.813960722692597	-0.5507585710616744	13.162533	-2.0885143
EQU24_RS00210		DUF3800 domain-containing protein	CDS	other	-1.130083080587482	-0.5574527888175083	-0.5369118295577436	-0.006710635244738192	0.7501174847742405	-0.946540911002968	1.1342285041299427	-1.1169568651445154	-0.1314222462627375	-0.04683549892109583	0.5822938028559286	-0.9166238906123353	0.04440298179964737	-0.6334008738374253	-0.7047509071188816	-0.13535306470267588	-0.1750339372571098	0.0	-0.5694037956611517	0.3019963822202221	-0.36563907446498195	-0.7596300495305648	-1.8525137	7.8022084
EQU24_RS00215		type II toxin-antitoxin system HicB family antitoxin	CDS	toxin	0.34822739626267424	-1.1522522445670886	-0.0932449682181969	0.006013927232995149	0.21246577529246735	-0.3585475347318085	0.2786229816727746	-0.09224486315404207	0.23066858482550717	-0.105770452652654	0.8351286458847089	-0.6153840395515418	0.042464521705371266	-0.5527290779340032	-0.7815133211292831	-0.2058535837729284	0.549834029501892	0.0	-0.4958747891627728	-0.7813186213821672	0.022455529458451702	0.09993058741053003	-2.2335074	-2.5508156
EQU24_RS00220		type II toxin-antitoxin system HicA family toxin	CDS	toxin	0.023581428739895754	-1.256656825624959	-0.1420100471570869	0.25819512277022255	0.7947160471821973	-0.513567688041734	0.6341615442913262	-0.3462017766383871	0.23140937449949903	-0.20271629976048874	0.9261244677964764	-0.5367431364503799	-0.04420493497137888	-0.4780250281614256	-0.9064548456153841	-0.08667170248986288	0.10474699716476031	0.0	0.21065358635014578	-0.8515682291961336	0.10190723842609593	-0.3335707868164688	-2.3047934	-2.506163
EQU24_RS00225		HAD family hydrolase	CDS	other	-1.3014028987385904	-0.5426344745552998	-0.7399790116883213	-0.6347836940367892	-0.11346834170002311	-1.0722076008739445	-0.31822459676134673	-1.5088563339262027	-0.09897899455738915	-0.7043168414372519	-0.530751206152303	-0.7727615438430899	-0.925418883695703	-0.42657325469348156	-3.152738885785956	-0.882636420362426	-1.5995267064049088	0.0	0.5577060943776048	2.633144578237017	0.23249378980418522	-1.47749489934535	9.262606	-2.9167747
EQU24_RS00230		hypothetical protein	CDS	other	-0.8661909153966141	-0.8760202880292018	-0.9567579698634107	-0.2318302463115626	-1.0738374740726502	-1.243058424468589	-1.2090787265187748	-1.3891338673290567	-0.3207931350182341	-0.4265290288628591	-0.21857137368844695	-0.8883545915136625	-0.4570817919539767	-0.5591523170364813	-2.2592650592860557	-0.6102098395322824	-0.82714936353854	0.0	-1.2819788199438271	2.5920275998897644	-0.8346005465787132	-0.24328491495685717	8.7824745	2.9271486
EQU24_RS00235		type II toxin-antitoxin system RelE/ParE family toxin	CDS	toxin	-1.1943923861554624	-0.5525088582550433	-0.9778447234318096	-0.8649288641464035	-0.6157414932070246	-1.6100267041862044	-0.7848981658625475	-2.047263914602684	-0.22392507483219826	-0.7974626298384939	-0.45004694505067877	-0.8360075632690261	-0.8471484954637702	-0.44394911274300325	-2.543132814662595	-0.8198595364816026	-1.47664936280454	0.0	-0.56546979620966	3.2771736164244123	-0.26875866499486895	-1.310062739477099	10.942155	0.3297594
EQU24_RS00240		hypothetical protein	CDS	other	-1.8492454741002184	-0.8151451652256543	-1.060600455904021	-0.8869977442423368	-1.4423452361183688	-1.405000500453875	-1.6322467410674846	-2.2722887329960715	-0.3031434366889821	-0.49600958310243526	-0.027710070560358017	-0.8832469456003237	-1.01660392047329	-0.1763732474648119	-2.9147818490100383	-1.2115373556532312	-2.0166994898312183	0.0	-1.1152987670186776	3.957174493393025	-0.20350700987310008	-0.6630099362395098	10.895091	1.1053387
EQU24_RS00245		cation transporter	CDS	other	-1.7684111528444089	-1.1007667084828805	-0.7122654179897154	-0.5831920053240232	-0.6931355870255126	-1.5222809931002264	-0.8168978346529369	-1.9376999693806483	-0.37051740318206305	-0.48719589016317705	-0.3051967095970622	-0.8712529136453901	-0.6894140715731296	-0.19775882559918354	-2.128312125863992	-0.5964911052217209	-1.5930299096489937	0.0	-1.564260097137108	3.1759020586926376	-0.34128106310944334	-0.2606418097340053	10.092714	2.3676112
EQU24_RS00250		hypothetical protein	CDS	other	-0.9658219888095945	-1.153929956497722	-0.5982114761930839	-0.22979810861232527	1.0177243305136692	2.551954336743134	1.3914366270539562	1.589792616264893	0.37493956650045124	-0.6801974269523468	0.5056863184968314	-0.9454328179751671	-0.6788270941129093	-0.6825906108220869	-0.7094769355889703	-1.056480577642598	0.10116973676377872	0.0	-0.7589181177497234	-0.6684002249060313	2.9516314086996984	0.8921061543874074	-2.6056247	-9.386259
EQU24_RS00255		hypothetical protein	CDS	other	-0.7255159591049379	-1.322424499731992	-0.6001609856907328	-0.8163293220066679	0.9660481484493637	1.657933622929386	1.2189789226515255	0.8821271025207656	0.0658750118401462	-0.03735649096860135	0.21076970287249197	-0.8879052675877398	-0.948298409823162	-0.7075957588962334	-1.7688855093268583	-0.9799709282807618	-0.15562607768013195	0.0	-0.06759096069837896	0.1237056193138063	2.159208618549116	0.30397874350847487	-2.568824	-9.3790245
EQU24_RS00260		hypothetical protein	CDS	other	-0.4231778154786433	-1.108406708963567	-0.15782106503753582	-0.21222211105477834	1.5431393367294661	1.4386633692462614	1.6533877375583539	0.7130833734359754	0.571966753012347	-0.0840218013670431	0.64711629389481	-0.338262286006763	-0.5294031518124596	-0.3234172615265597	-0.7494010087419111	-0.6198611686266715	0.1906800500261477	0.0	-0.9483878091389647	-1.3411292286999674	1.9806954355033972	0.07989100753816021	-5.615242	-8.087843
EQU24_RS00265		glucosidase	CDS	other	-0.33208875929914256	-0.7802558625404067	-0.07944349604422456	-0.1051782187337182	0.8114457568168238	-0.28735539138406874	0.612643019254988	-0.2783305871901248	0.06311143185298083	-0.38750326187116757	0.5070834310246505	-0.6157037336536874	-0.41990277038419765	-0.40870901034033036	-1.7777327309398532	-0.5078602796662871	-0.3624445978493381	0.0	-0.37630950380356715	0.06644844122680844	0.7145022670417062	-0.5300182028743878	2.0450895	-4.2089305
EQU24_RS00270		Crp/Fnr family transcriptional regulator	CDS	other	-1.1822727136245719	-0.6319026882926864	-0.5127158782104213	0.10293096809641963	0.48132635411677754	-0.9550554299316694	0.36193891225546865	-0.8723051184582616	-0.02387731274267663	0.0026402314826173856	0.43610519651673635	-0.3755882575292899	-0.05508435047013871	-0.3651290013853034	-1.2438946074428847	-0.22821566397018042	0.07350956084103383	0.0	-0.8061416807985363	0.20639538655760767	-0.5221628834103028	-0.640128771981453	-2.9930835	6.2121277
EQU24_RS00275		hypothetical protein	CDS	other	-0.003534112932150554	-1.2965674390653341	-0.19027028696859297	-0.3127548516949698	0.43694074043131104	-0.6199125058912551	0.4071867955381238	-0.3945354850337938	0.2583827561851759	-0.4598571080521204	0.29860137879758963	-0.6998221954166444	-0.4130569885826562	-0.3869001837411408	-1.9664794702910413	-0.6037870175762617	-0.3168033646747267	0.0	-0.7179685129545693	0.6098758160896834	0.6943899830946612	-0.35138766939380695	2.705996	-3.1198988
EQU24_RS00280		adenylate/guanylate cyclase domain-containing protein	CDS	other	-0.29789235652000234	-0.5614924635988408	-0.45732106571537456	-0.5117159001622357	0.34644325233888695	-0.8262958309748006	0.22621067519610413	-0.9969601900434172	0.20331457683604517	-0.4378919013594658	0.13718305985112902	-0.5242696564436113	-0.6045651612097751	-0.2607095546323341	-1.755973564267335	-0.6934787575257788	-0.8593828217733149	0.0	-0.3611689975780372	0.9354276990325536	0.3776468084068679	-1.1572514928472857	5.1067653	-4.8052917
