locus_tag	LanzaTech	MeOH	NO3_lowO2_slow_growth	NoCu	NoLanthanum	WT_control	WithLanthanum	aa3_KO	crotonic_acid	highCu	highO2_slow_growth	lowCH4	lowCu	lowO2_fast_growth	lowO2_slow_growth	medCu	slow_growth	uMax	unknown	gene_symbol	product	type	sys	pc1	pc2	pc3	tsne1	tsne2
EQU24_RS00090	61.41220575778571	45.58845673822861	69.85748955655546	69.16384105236143	118.87862932599705	51.10347699113014	154.22807576047816	45.49336179286644	98.13961649833166	74.45924943262217	89.103857292928	56.37046384008691	66.31920368267279	67.33242764050301	39.98130642548917	69.12223712720734	50.85416326238574	91.60334412326914	51.79145414053549	thyA	thymidylate synthase	CDS	other	-0.19828715537307204	0.024896348306998304	0.00164808422371337	-3.3588245	1.1500262
EQU24_RS00095	76.06686096733483	58.516143395198355	115.57924504887639	114.47835250990545	268.20691993170647	76.9997100856518	380.31093034179577	83.11984831957591	134.84788766606812	102.43247026981248	119.70272685314288	60.31294421680284	95.6777084369435	83.22734926144757	91.57264999685317	92.72168294200385	108.37731751037188	122.23037346441099	68.59312665975436		hypothetical protein	CDS	other	-0.14057197813660086	0.0036602498215511465	-0.0063799692151088865	-2.7396548	-6.108168
EQU24_RS00100	36.924143711841495	53.2716293172659	58.1753049934747	92.38324408751087	50.34017358541143	29.709502437664472	42.19106622494445	42.093453804257294	77.88410591916522	94.47733147029149	103.36708711649449	79.50324557872946	79.05161036834072	73.31211444038262	27.86743700451849	76.33584778487334	52.031979947671786	105.1903014014923	29.025893663813		YchJ family protein	CDS	other	-0.20735279709719595	0.03678621796824002	-0.0019618434622541265	-5.998483	8.143621
EQU24_RS00105	32.77553660011292	49.824045504742465	90.7350282983945	184.14330829419984	84.7591209958108	43.038528320272405	64.86217433273956	92.28412754958816	101.13092830170848	205.82962680139312	138.36273120482662	125.2271993168677	155.6126099878386	118.23703031097453	45.82145092411181	157.06413829392528	114.23662648221998	183.0957231632798	55.23876909778875	crp	cAMP-activated global transcriptional regulator CRP	CDS	other	-0.14653754797031787	0.03609393753351755	-0.011742500154402365	-12.4968815	3.5498552
EQU24_RS00110	38.10072547745655	75.90572052872606	148.03443987439704	321.37814002217124	88.94839105011823	89.7614281455007	77.83812570422614	126.1956668571198	179.77912752065046	356.0274887636407	175.2430047477359	147.62079484713254	292.3264411893927	224.95379411081015	50.3718894608137	347.1199563942665	93.00415188441514	333.19908235194845	75.40684206431285		OsmC family protein	CDS	other	-0.05788944656206807	0.05907122027695427	-0.047066665001914136	-13.453651	-3.3688478
EQU24_RS00115	190.20251473443167	98.60053230854463	137.96011822153378	342.3753123904068	115.46516051114403	133.15960915429315	100.26799623255837	170.14809364360377	261.9968368516786	466.2962314288362	240.66890669537187	189.7287724124892	351.0218281398921	279.4783458050293	65.64921033066527	362.3595014993165	156.33321524520073	398.91214641937876	112.688396243612	speD	adenosylmethionine decarboxylase	CDS	other	0.005001254646811622	0.04345092873661449	-0.04701433168274776	-12.873666	-4.9022336
EQU24_RS00125	93.05702470099644	33.23205357505965	141.64760404206766	84.65946349623029	113.32251485105891	164.02735339878276	110.44768523125296	196.71477571245867	103.74460427980034	63.43497665211993	103.81604617211909	68.61874493026596	74.45520881382326	53.12747709890186	47.35518705818394	62.45030639510228	213.7772326253904	59.61183976432408	43.269152723452834		autotransporter outer membrane beta-barrel domain-containing protein	CDS	other	-0.1669088069259814	-0.02612876135370127	0.019493934106549864	-4.6717706	-2.838215
EQU24_RS00130	6.079365208034137	8.348990771727957	16.610480913399638	12.224500537164644	18.863476760703126	16.16829483537846	22.910870120581876	15.645315431954154	16.514181336741025	7.527709337508668	27.549680733776462	11.0266981120028	12.12558511527	10.895087417099916	6.143723580628079	11.932020973493762	26.008345083726038	11.808039330177927	5.537554977756723		hypothetical protein	CDS	other	-0.27173327148214954	0.031368438807636255	0.014976217801107397	10.415399	-2.8773055
EQU24_RS00135	13.583527452417698	15.201429231272952	17.014766443343117	13.855254975372029	20.657951071845282	17.519014892371775	23.12953180598302	15.3068137923849	15.612714654828482	11.239420875722079	22.337308439732745	14.758521166970532	12.537969311847283	14.943759247416113	7.168245337576714	12.69872990860769	20.697360453704924	17.136952425185928	13.730571755069255		DUF2807 domain-containing protein	CDS	other	-0.2698846977482954	0.03254938654350554	0.015913402128713686	11.280524	-2.5337427
EQU24_RS00140	9.81087737803735	5.090119360368823	11.77040579517977	8.559008072173299	18.767351072820016	15.320895706873156	23.925898387940325	16.37049733191488	11.597689248196563	6.846961991940435	20.908824949380985	7.709087179045513	7.7862055421311585	7.465963182215586	6.9546323820083655	7.2128421102734075	17.84839412222717	8.629511194101044	8.074010029894074		OmpA family protein	CDS	other	-0.2748295074216549	0.03189334635396549	0.01623604712130697	9.4298115	-5.5594077
EQU24_RS00145	5.3196867273163475	2.7704349182195633	5.8370160217099345	4.5691402424587295	7.855754563052645	8.772151956188921	6.962453059208992	9.144590748457478	5.978734286248995	4.926575450988842	8.26938622541632	3.627815649777642	4.516233286458922	3.38001878071305	2.9390071453380897	3.2390335420663576	8.012073467365544	4.030790611600422	6.293617512444007		hypothetical protein	CDS	other	-0.2823691760946713	0.034876312817960116	0.01742400288674078	6.2212043	-9.145991
EQU24_RS00150	3.4382068324734787	2.7047015353078145	5.337074015680077	4.152135648819357	9.249115404462113	7.733164280633646	10.179758047732966	7.092887851274245	5.538567115573715	3.119217195364906	9.656880323489993	3.2622833064702403	4.0725167346250775	3.255736597497096	3.7504813109065744	3.181656822413092	9.101710093491675	4.6783395792763285	3.80183864394145		DUF4384 domain-containing protein	CDS	other	-0.2825695881120807	0.0348058774719527	0.01709424265557612	6.3579717	-9.1855755
EQU24_RS00155	6.801668302282414	6.1836070956171145	9.447805099696637	10.718691432377689	17.080907765122078	13.3033100316134	21.65380914965785	12.616904082417083	9.405399966030803	6.045791992193427	16.246260318980333	6.491610645493294	9.394450771494242	7.158020826736678	7.740208667013211	7.255393539576621	17.278366401629746	7.944347728465847	8.34473873045105		hypothetical protein	CDS	other	-0.27620672331791296	0.03315615669192943	0.01630035695975301	9.485555	-6.1391177
EQU24_RS00160	52.34901283597746	11.037051987910543	62.58226629893653	47.68052493495512	179.84216485199306	163.35645421529108	242.337045606424	160.30818313336223	51.01838981372828	33.337683800305285	64.92344232706664	61.8428205815831	43.40965495704097	29.16851025362814	87.67388394823708	26.111712303359088	179.4489227273175	28.069169481986084	86.20413728826325		hypothetical protein	CDS	other	-0.1866538192428427	-0.018521678841668582	0.029802635379837003	-0.7716729	-5.49707
EQU24_RS00165	5.346814788076627	4.3723328561734265	5.163184853025975	6.427731806677591	12.500126017520724	5.31294655857895	13.736658039234339	6.127327273468524	6.596207164774657	4.2251239047158515	11.245187421270433	4.678894199368285	5.034367898464642	4.023378781441372	3.016459452994507	4.333198706809633	9.583312145229858	5.856289961351723	10.300708860659075		hypothetical protein	CDS	other	-0.28108828478911824	0.03527930591671147	0.017029403883691868	8.016516	-8.823595
EQU24_RS00170	8.47875850909642	4.301862524628078	8.234495187322846	8.254331103637158	10.042814578892395	6.9823250098877345	10.670184884156614	7.627643195748678	8.12038168866309	8.76094678389306	10.597024307853852	6.00727101330975	7.6125990056738635	7.735842185135913	2.525324008660562	7.664678340372906	12.065152225820192	8.078452492456993	7.545810424203483		caspase family protein	CDS	other	-0.2792289222236325	0.0347125783554403	0.01692932926061196	10.119262	-9.143961
EQU24_RS00175	0.4888288847287747	0.5060311543567718	1.4947396733009746	2.3305865919108264	2.200390435069442	0.9060575977437362	1.873007396880486	0.9636219027236261	1.483736671458467	1.0965562647163654	1.8853876779569352	0.5547883194420421	1.3534007629394813	0.8388715255946008	0.4801636539060505	1.0083472241855145	1.4600773822700301	1.0069789718618034	0.6141437305325386		hypothetical protein	CDS	other	-0.28781728754338376	0.03696342133370481	0.01734061596378775	3.88608	-13.131943
EQU24_RS00180	1.0918371646185372	1.2206291333324253	1.780142824137178	2.140525297564065	6.6790742832438115	2.1972488439821714	6.130753939396156	1.5610785814523758	2.2800262901933714	1.762993545848067	2.3431505462451643	1.217905103798885	2.122001364623971	1.6839105457226209	0.397035705673981	2.3491218619434884	1.9652872912937618	2.0458672883056983	0.7710379252599034		ISAzo13 family transposase	CDS	other	-0.28653323572193035	0.03648298652746533	0.01717609142424505	3.7060242	-11.818447
EQU24_RS00185	2.071153465604184	3.557439712134524	3.0063730203375303	3.630481476798613	7.035097011012008	2.545203072137375	6.885686697309476	1.9346376907579725	5.113167075854878	4.418620236875664	6.022412987857075	3.186418385029961	3.570748231741495	3.3540398539840695	1.7813537038588676	3.5712978720647945	2.7455538811053244	5.371732034742564	1.5811910899849704		hypothetical protein	CDS	other	-0.28458997972171807	0.036727816944799735	0.01664239559171685	5.773017	-10.982127
EQU24_RS00190	7.471183827732366	13.913644592177958	7.211965913534561	11.955921108207903	11.086182509102091	6.790996615333482	9.66848241397415	5.972426349691538	17.689238480050022	9.394900630701626	9.61214711751181	7.4255442634000675	16.605415732195873	16.878790406288687	0.6671877319712632	18.288317236560456	4.500803500682462	17.60196524287362	12.801552987327307		hypothetical protein	CDS	other	-0.2757159440269057	0.03806379507132516	0.014726643134444073	13.783559	-5.731014
EQU24_RS00195	1.40909567581781	3.0734627222454542	2.3912819137447174	3.8757977152116503	3.2657743376712545	2.0855224853403147	3.0991202228971084	2.1783026136013386	4.985377165309075	5.2161709323578735	4.882268758952793	2.4800890348498505	3.884733600321706	3.7761215659819505	0.9316801510469085	4.640407239885842	1.798302096608671	7.272103671709975	0.8060202388361208		DUF4338 domain-containing protein	CDS	other	-0.28506730207530007	0.037256655733839336	0.016605620680939598	5.360518	-11.650013
EQU24_RS00200	10.771136409115211	16.73441246377226	12.27315298399656	19.797635691642814	23.2930154687833	13.435576559461458	24.86795337165225	7.803610538620305	17.890535992433872	21.92165438006744	27.374711396276837	12.15470279605964	20.478567099379404	14.173828101743416	5.269193189371667	21.100727807424118	11.057116468610069	22.140426323485183	9.172428767542062		hypothetical protein	CDS	other	-0.26830925716135673	0.03616969142281219	0.011767802651152667	13.608489	-0.5814561
EQU24_RS00205	0.0	0.0067832956459010765	0.06657745275931831	0.005417474272017316	1.2777994357709126	0.17919013489690133	1.156310007282849	0.09280734303922156	0.16845096858450057	0.0	0.09099540128126687	0.04652252476686539	0.008874125468366419	0.03333546373735943	0.0	0.03417347345632765	0.0	0.0710984709991443	0.0		IS66 family transposase	CDS	other	-0.28914737880095304	0.03712063098362977	0.01773112902907866	2.7813687	-14.5515175
EQU24_RS00210	6.55470824625313	9.74842445863071	9.88821586002239	14.27991927849527	24.12986874848287	7.443991281258667	31.490845327624555	6.614618639578039	13.097353282410928	13.888229328654244	21.480024646896766	7.599970316595012	14.794918947015441	9.24850505216047	8.802231772904124	13.061716064635295	12.70735062375608	14.346496908457128	9.668003123701292		DUF3800 domain-containing protein	CDS	other	-0.272841220767015	0.035303114416951664	0.013862050334537584	9.723206	-3.9528425
EQU24_RS00215	37.67241026322831	13.314716333469532	27.74128476324692	29.71711051322264	34.28901212216141	23.081404066296244	35.8980066308441	27.760522313301482	34.724386435110446	27.501476458334697	52.795343314675286	19.317297366926102	30.477499870864495	20.174718500269503	17.216156188720003	25.65829962138979	43.32246916974282	29.593491065519686	20.985649409247795		type II toxin-antitoxin system HicB family antitoxin	CDS	toxin	-0.2524332253270663	0.02817630051222307	0.012441051298677815	7.4358864	4.876829
EQU24_RS00220	28.12398664594842	11.579360113425126	25.074292858747423	33.09046530746957	47.99678782333342	19.38108963685112	42.94180994223799	21.76509640728649	32.48175870617229	24.041093448361654	52.573891960475216	19.072237610639927	26.833114261841512	19.864500609611596	14.760690339844388	26.054771021960708	29.75159395691245	27.668023775940465	32.01779367286349		type II toxin-antitoxin system HicA family toxin	CDS	toxin	-0.2537372482483135	0.03145112330780302	0.011302518136370572	6.9552827	3.7640886
EQU24_RS00225	52.041476485451945	88.05661898986018	76.79895468727359	82.6080355614409	118.56431931907302	61.00204462992993	102.87650032735951	45.07126773796718	119.76109111735335	78.72101872436596	88.78492468309041	75.07351846111489	67.53552300381888	95.43330249529636	14.422474132858222	69.56825196009696	42.325803316121664	128.26595955891645	188.79817251268216		HAD family hydrolase	CDS	other	-0.18733108564962614	0.03833180432927529	0.010540045557456707	-5.177257	1.6665126
EQU24_RS00230	71.07740980638249	70.59479033847141	66.75259496964983	110.32994451374937	61.54937619129712	54.73725141593515	56.04177894068984	49.46634378060544	103.73202994179906	96.40136186231128	111.34858994210185	69.99381287827302	94.38127967156728	87.93454848808965	27.062847836313725	84.87693228244753	73.02713915017958	129.5630957052778	53.28031180366065		hypothetical protein	CDS	other	-0.1899491851867762	0.03221046056013332	-0.0029850729124169147	-8.254104	7.0058303
EQU24_RS00235	46.87564399485354	73.1431695002383	54.46715840504951	58.90143005193295	70.00657474689214	35.14216722191422	62.2612046902117	25.95413671237566	91.85175769082275	61.72132389875767	78.52680460728178	60.094127314832505	59.63184854461513	78.8594163327075	18.404943507574064	60.770538008502236	38.54599232627165	107.27430356587031	72.48900509860017		type II toxin-antitoxin system RelE/ParE family toxin	CDS	toxin	-0.21384214164584242	0.03663579175393356	0.006098542329128446	-3.3176098	8.400624
EQU24_RS00240	7.612277076658589	15.588801189784238	13.149910487679318	14.831422083104778	10.09264892773554	10.357314461196697	8.847865497707204	5.677588769703563	22.230100636742243	19.448345185453142	26.906392506210366	14.870032065858906	13.557111647524538	24.271869176119907	3.637055613401808	11.843659088651895	6.778056799172086	27.428184771425407	12.660674300656957		hypothetical protein	CDS	other	-0.2713639332655832	0.03796751111243642	0.013685676855003524	14.68565	-2.695308
EQU24_RS00245	4.5230638134891885	7.18484289685412	9.405226202523844	10.285481068191254	9.530769336039096	5.364469518504939	8.747247237038847	4.022263406091265	11.919186697401491	10.993161066457471	12.471258230588143	8.423812701774372	9.555386502794319	13.435460223320005	3.524430947934096	10.191101852370267	5.107740550126506	15.409349303543337	5.2106220551146505		cation transporter	CDS	other	-0.27818629901473885	0.03712023775737534	0.015335030549961099	11.479024	-8.525045
EQU24_RS00250	3.510597015764548	3.0814357421844476	4.529450866527146	5.847243614566634	13.883442370113823	40.21133225510286	17.988563630596946	20.639914762664453	8.891968411022132	4.279221450847175	9.735472369689694	3.560564889116963	4.283288062579409	4.272128674290866	4.193247951484274	3.2967743485169376	7.355021725976696	6.8569093112447	4.051976365679741		hypothetical protein	CDS	other	-0.2781460255609394	0.03198023225701278	0.01665721046762775	6.6054296	-7.56682
EQU24_RS00255	9.766870593407674	6.4575202893253545	10.653477934660478	9.171019110239865	31.547869777080802	50.96227948902575	37.593261935911805	29.765090334595776	16.904009632381815	15.736703495594156	18.68992786644747	8.727118056772923	8.369326118527733	9.888946019671746	4.7387651330395775	8.187588316504687	14.498091393859113	16.149506550189084	15.410340023161192		hypothetical protein	CDS	other	-0.26800430591825525	0.02907488884976306	0.016363528215506375	7.875398	-3.27271
EQU24_RS00260	17.292069985450222	10.754024135285524	20.783933681205863	20.01480305460684	67.57239267807752	62.851963390422675	72.93859949186094	38.00992864153933	34.46804102862633	21.87477749507473	36.311060337534485	18.340418847081786	16.064594962279287	18.530113160287094	13.792512329933027	15.088255469360588	26.462903039166946	23.186587671663073	12.01550198526876		hypothetical protein	CDS	other	-0.2531034698930378	0.024108411606808024	0.012915952408006236	4.5442724	-0.28649086
EQU24_RS00265	10.595288667827052	7.766038855663237	12.623135803170015	12.399959569106121	23.407402739033984	10.92896422205406	20.394232503947705	10.997545457372695	13.934163031441535	10.196032369344035	18.955297374630423	8.704328814648935	9.969603466264775	10.047258500076063	3.889766475944056	9.379933564926883	10.374679482818328	13.337742053954459	10.2754510668241		glucosidase	CDS	other	-0.2741609778354112	0.03408264512416086	0.015079371166296091	10.597118	-4.773327
EQU24_RS00270	18.802846061752014	27.53608600150462	29.907570790265225	45.82577424282507	59.56873689028892	22.010157232353073	54.83768686369391	23.309533443296317	41.96977374270466	42.748336861939116	57.73051652466934	32.88976709553608	41.07166895926979	33.12907861512279	18.016625501866862	36.42709157427648	44.900695238396374	42.670175814358856	24.403428387644205		Crp/Fnr family transcriptional regulator	CDS	other	-0.24256234995440262	0.031174637349556736	0.008621377698754637	2.8815458	5.240159
EQU24_RS00275	44.76011692441807	18.266190745400802	39.32582919528159	36.12486749276396	60.741793472725064	29.197274317113802	59.501890723232236	34.13404596269364	53.67056996695494	32.62300345579284	55.187820292900746	27.624028410537303	33.69862838252194	34.31517597461848	11.48108593244057	29.525453872394102	36.02363516049609	44.86989866506487	27.27874626525197		hypothetical protein	CDS	other	-0.24179531139235028	0.026632404954696487	0.01018932516849026	3.2954206	4.5391493
EQU24_RS00280	16.7412067175907	13.94551958330334	14.989723856759962	14.435074983288564	26.16688579996756	11.607008859141288	24.074555794501332	10.312043937388353	23.695498043788554	15.19296132456085	22.63383706065796	14.310010772062173	13.53531700105032	17.178291328879094	6.093348901032075	12.726312052566056	11.343838957154968	20.580777513570887	16.022802359943302		adenylate/guanylate cyclase domain-containing protein	CDS	other	-0.26929925502935276	0.034668847408720144	0.014729261683133914	11.970071	-1.9729773
EQU24_RS00285	17.71275417433013	15.386567372614868	19.831332692654012	23.670898715690708	29.52695335718095	16.311522471583523	25.362898267415535	16.750426817546458	26.776609392797226	21.418420045684268	30.50600436755294	18.189504274384305	19.982744621833227	21.908323876241493	8.065055484639258	18.201618891340747	16.935468426756835	26.748845203046063	15.134628486375068		protein kinase	CDS	other	-0.26339761794487143	0.03386583841178999	0.012959572851526095	11.5791645	2.4060736
EQU24_RS00290	24.325865765842227	13.446020975873996	29.81214365523874	36.15118543642034	32.542048110850956	22.372757492330365	23.51861317990312	26.439397852004234	29.278524892426248	34.28134517710212	56.51863262631555	22.93856073719603	34.0607830032766	25.430330533874756	12.256593867104604	34.502735489598344	33.23976654842087	36.59632410321915	11.75391528945226		hypothetical protein	CDS	other	-0.2522303891283297	0.031443318337872644	0.009148908174695389	7.1322646	7.2601643
EQU24_RS00295	8.558915023385202	9.61282071400748	5.87629814554151	6.359451906840955	27.335646827957113	4.563297862026731	19.881565349188996	3.2301446723168104	6.562104078209447	6.271593536008582	9.177229267516301	6.945638567445941	7.4544236594724556	10.541882775225107	3.4153132271497966	7.680171003193555	4.7443201190377415	11.056651077922096	18.653037932350088		hypothetical protein	CDS	other	-0.27810049819669497	0.036144215848079024	0.0172201949453205	8.020775	-6.7443733
EQU24_RS00300	19.459333554244648	9.544337914928205	23.645879347645696	22.14249825191091	32.9111451899232	21.724600389812764	34.517718375271116	19.55379138787999	23.649917841101683	19.125866186539316	22.523246942418574	9.423110039278043	20.553740464998047	19.994868640482053	11.323761620311714	18.602781930665817	25.124325963221704	22.45011445597433	11.501782725570841		AAA family ATPase	CDS	other	-0.263281190098427	0.030527573522574854	0.014391657885424182	9.234015	0.7909789
EQU24_RS00305	40.61581463014504	16.557304572274983	105.22808950416803	65.9998602906421	136.5495871745845	89.12790670304663	140.88474278061503	82.4665683539672	64.60725745830445	53.24002283315126	40.403663195781085	19.294475874992884	66.82068652136542	105.50749332463016	45.25809006504125	54.0833749077947	111.71735158731789	99.77456178327985	46.983157884384525		response regulator	CDS	other	-0.19622690127528794	0.005348824785164663	0.016506852516985783	-1.4738398	-1.3941133
EQU24_RS00310	25.855868140581777	15.272903352212495	65.10201193683832	41.68188336614664	67.62638492663888	63.992146132821915	62.4673621958402	48.08842707233366	43.352909824261445	33.839005921689946	32.709493759343815	17.23053295460448	40.35969028587824	61.98836183708848	20.878516324758365	37.64700503770371	52.85631965114126	59.96310347716954	25.523404243950246		GGDEF domain-containing response regulator	CDS	other	-0.2342271203468321	0.02122561811869019	0.014039849366220542	2.1091824	3.3864367
