locus_tag	gene_symbol	product	type	sys	uMax	lowCH4	NoCu	lowCu	medCu	highCu	NO3_lowO2_slow_growth	highO2_slow_growth	lowO2_fast_growth	MeOH	NoLanthanum	WithLanthanum	pc1	pc2	pc3	tsne1	tsne2
EQU24_RS00195		DUF4338 domain-containing protein	CDS	other	0.9078621068897201	-0.6440804145716912	0.0	0.0033223061866921614	0.25975201203691556	0.42848830629692586	-0.6966859456772005	0.3330507655215713	-0.03758708273404283	-0.33461857211758206	-0.24706121776573728	-0.3226252256944341	0.857363798713652	1.386806688318459	-0.3302118836175847	8.742523	2.459269
EQU24_RS00200		hypothetical protein	CDS	other	0.16135408250475455	-0.7038089489491852	0.0	0.048786381609199625	0.09196416277309162	0.14702782492567854	-0.6898177545945041	0.467513589342404	-0.4820957997018463	-0.24250891492888876	0.23456817812285327	0.3289581445971459	0.41381460182373	0.6300045703142075	0.09371149112425338	6.184815	1.0192419
EQU24_RS00205		IS66 family transposase	CDS	other	3.6897663570247228	3.078947231035391	0.0	0.7017633574208418	2.6350125073189554	-5.78593609212092	3.595119088575413	4.045298322744006	2.599299224751274	0.3190914795526035	7.855550595369841	7.711429286132045	9.391742491883104	-3.26520799112613	7.06875833422951	10.895068	-8.591757
EQU24_RS00210		DUF3800 domain-containing protein	CDS	other	0.006710635244738077	-0.9099132553675972	0.0	0.05111361704438552	-0.1286424294579377	-0.04012486367635752	-0.5302011943130054	0.5890044381006666	-0.6266902385926869	-0.5507421535727701	0.7568281200189788	1.1409391393746808	0.2022714065927742	-0.197817915436325	0.4356024716380513	-0.6469679	-1.4975712
EQU24_RS00215		type II toxin-antitoxin system HicB family antitoxin	CDS	toxin	-0.006013927232995075	-0.6213979667845371	0.0	0.03645059447237597	-0.21186751100592352	-0.11178437988564922	-0.099258895451192	0.8291147186517138	-0.5587430051669984	-1.158266171800084	0.20645184805947223	0.27260905443977945	0.048130184191445706	-0.0303382386748634	0.4604569743584356	-2.5557437	-1.1815109
EQU24_RS00220		type II toxin-antitoxin system HicA family toxin	CDS	toxin	-0.2581951227702226	-0.7949382592206025	0.0	-0.3024000577416016	-0.34486682526008555	-0.4609114225307115	-0.40020516992730953	0.6679293450262539	-0.7362201509316485	-1.5148519483951814	0.5365209244119749	0.37596642152110343	-0.8544732231227712	-0.9655426902649191	-0.2557835497475896	-8.843549	0.59182554
EQU24_RS00225		HAD family hydrolase	CDS	other	0.634783694036789	-0.1379778498063007	0.0	-0.2906351896589139	-0.24785272632563687	-0.06953314740046283	-0.10519531765153231	0.10403248788448619	0.20821043934330755	0.09214921948148917	0.521315352336766	0.3165590972754424	0.8084765348997742	-0.2606082517330481	-1.4259465364080586	5.7237844	-5.779033
EQU24_RS00230		hypothetical protein	CDS	other	0.23183024631156277	-0.6565243452020999	0.0	-0.22525154564241395	-0.3783795932207196	-0.19469878255129652	-0.7249277235518481	0.013258872623115838	-0.32732207072491865	-0.6441900417176392	-0.8420072277610875	-0.9772484802072123	-0.7561541103924407	0.3715894953025518	-1.0851391081539583	-2.1734753	5.0427094
EQU24_RS00235		type II toxin-antitoxin system RelE/ParE family toxin	CDS	toxin	0.8649288641464034	0.02892130087737746	0.0	0.017780368682633368	0.04506932766480066	0.06746623430790948	-0.11291585928540612	0.4148819190957247	0.4209797514034004	0.3124200058913601	0.24918737093937862	0.08003069828385595	1.6037077392142134	0.7362179667553364	-0.5777242812198087	8.8630905	-4.3870907
EQU24_RS00240		hypothetical protein	CDS	other	0.8869977442423366	0.0037507986420127495	0.0	-0.1296061762309532	-0.3245396114108944	0.39098816113990137	-0.17360271166168437	0.8592876736819787	0.7106244967775248	0.07185257901668252	-0.5553474918760323	-0.7452489968251479	1.3256329715684885	0.681133549049232	-1.4810478691649425	6.1646333	-4.8510413
EQU24_RS00245		cation transporter	CDS	other	0.5831920053240233	-0.28806090832136716	0.0	-0.10622206624910638	-0.013299099897697729	0.09599611516084594	-0.12907341266569225	0.2779952957269611	0.38543317972483976	-0.5175747031588573	-0.10994358170148952	-0.23370582932891362	0.8026551788689195	0.6414314690788253	-0.6273654234140891	7.5055633	-0.73396003
EQU24_RS00250		hypothetical protein	CDS	other	0.22979810861232527	-0.7156347093628419	0.0	-0.449028985500584	-0.8266824690302726	-0.45039931834002156	-0.36841336758075865	0.7354844271091567	-0.45279250220976175	-0.9241318478853967	1.2475224391259943	1.6212347356662813	-0.3530485605129535	-2.1806463618378977	-1.1720428696666219	-10.315206	-5.7414784
EQU24_RS00255		hypothetical protein	CDS	other	0.8163293220066677	-0.07157594558107207	0.0	-0.13196908781649436	-0.16364160627409427	0.7789728310380666	0.216168336315935	1.0270990248791598	0.10873356311043428	-0.5060951777253241	1.7823774704560313	2.0353082446581934	2.065794939720904	-0.6331453500300357	-0.6319278861934947	1.6721033	-10.077991
EQU24_RS00260		hypothetical protein	CDS	other	0.21222211105477834	-0.12604017495198458	0.0	-0.3171810407576813	-0.4076390575718933	0.12820030968773516	0.05440104601724261	0.8593384049495882	-0.11119515047178147	-0.8961845979087889	1.7553614477842445	1.865609848613132	0.8996551990316064	-1.4813853091178506	-0.8404709105874296	-4.9070926	-10.044048
EQU24_RS00265		glucosidase	CDS	other	0.10517821873371806	-0.5105255149199692	0.0	-0.3147245516504795	-0.4026820609325689	-0.28232504313744944	0.02573472268949345	0.6122616497583687	-0.30353079160661217	-0.6750776438066883	0.9166239755505421	0.7178212379887062	0.11914430426297958	-1.1020844548643316	-0.7881600567392576	-4.4976482	-5.47831
EQU24_RS00270		Crp/Fnr family transcriptional regulator	CDS	other	-0.10293096809641968	-0.4785192256257096	0.0	-0.15801531856655834	-0.3311466320666001	-0.10029073661380226	-0.615646846306841	0.33317422842031663	-0.4680599694817232	-0.734833656389106	0.378395386020358	0.2590079441590489	-0.2622006746964665	-0.2779134905482085	-0.5537630991254296	-3.2384713	-1.8780001
EQU24_RS00275		hypothetical protein	CDS	other	0.31275485169496975	-0.38706734372167456	0.0	-0.1003021368876864	-0.29103216588129205	-0.1471022563571508	0.12248456472637669	0.6113562304925593	-0.074145332046171	-0.9838125873703645	0.7496955921262809	0.7199416472330937	0.5289785606729438	-0.5043943657487616	-0.11978799183109859	-0.8620607	-6.7954826
EQU24_RS00280		adenylate/guanylate cyclase domain-containing protein	CDS	other	0.5117159001622357	-0.012553756281375545	0.0	-0.09284926104753942	-0.181762857363543	0.07382399880276987	0.05439483444686123	0.6488989600133648	0.2510063455299017	-0.04977656343660509	0.8581591525011228	0.7379265753583397	1.3736409562629361	-0.19452137800378475	-0.6618449518070063	4.302699	-7.791473
EQU24_RS00285		protein kinase	CDS	other	0.1763614256591047	-0.3800064202244736	0.0	-0.24435860686813335	-0.3790458781539711	-0.14426177915892582	-0.25533167015940955	0.365977382513943	-0.11163487838041775	-0.6214397874162532	0.3189168134963253	0.0996047257779263	0.05774094503119156	-0.40531849938175835	-0.9307678106389562	-3.417922	-3.6500556
EQU24_RS00290		hypothetical protein	CDS	other	0.017655741088993475	-0.6562657834537596	0.0	-0.0859311098956726	-0.06733201681312663	-0.07661901685985947	-0.27814199024638514	0.6446821688995421	-0.5074910593282749	-1.4268569114137466	-0.1517374595866933	-0.620237820541403	-0.32282174564322225	0.3939866185356974	0.1027911039901941	-1.227262	6.830709
EQU24_RS00295		hypothetical protein	CDS	other	0.7979305033973012	0.12720299275354804	0.0	0.22919105092979286	0.27223210125155906	-0.02007005258065107	-0.11399297039647403	0.529149253081742	0.7291492178235137	0.5960497176898132	2.1037917692070747	1.6444415844096716	2.673627976106777	0.26311717506894206	0.4351216406368197	10.210743	-6.2410054
EQU24_RS00300		AAA family ATPase	CDS	other	0.019904705938125024	-1.2325340142269927	0.0	-0.1074165352055895	-0.2512983816510159	-0.21129189017828173	0.09477037480510499	0.024596705648073747	-0.14718750198827768	-1.21409237750887	0.5717560910953812	0.6405167644924645	-0.30325152000853856	-0.43651300324611986	0.2259676548615145	-1.6133149	0.21676326
EQU24_RS00305		response regulator	CDS	other	0.596208326825571	-1.7742698249329518	0.0	0.017831807709014484	-0.28727730752100067	-0.30995125669037144	0.672984177369877	-0.7079754849949698	0.6768097710775249	-1.9949886131047885	1.0488889474214447	1.0939793448089539	-0.08853260334920394	-0.4631642785213314	1.0102496237091414	-0.6455762	2.1452763
EQU24_RS00310		GGDEF domain-containing response regulator	CDS	other	0.5246535325216986	-1.2744482285592034	0.0	-0.04650524938065214	-0.14688499768562072	-0.3007324765709297	0.6432804182815879	-0.3497100856238956	0.5725757783952097	-1.448440139347575	0.6981644402149643	0.5836809927064982	0.2354987938822794	-0.1849759216208348	0.5230721601666641	-0.60145396	2.1467006
EQU24_RS00315		CPBP family intramembrane metalloprotease	CDS	other	0.09772294204786253	-0.2506106369180918	0.0	0.042995916937001895	-0.21194940846631755	0.141829489474273	-0.10278934938178684	0.6184187968354127	-0.24523921804362997	-0.8944055687227537	0.052388792830221784	-0.19537531041904463	0.39724137214296135	0.41546661371404253	-0.007992253904429966	2.6114254	1.2386509
EQU24_RS00320		YcgL domain-containing protein	CDS	other	0.28043349253267486	-0.9391647502736741	0.0	-0.001502202638838914	-0.026857762380491614	0.4749014418016409	-0.5004833796203071	-0.14718922826610034	-0.3441924029385913	-1.3023063821864773	-0.201979828875729	-0.14550381479491004	-0.18700550340959124	0.9440986707372357	0.007893522999289212	3.0811758	7.1604385
EQU24_RS00330		flippase	CDS	other	0.42446367460206036	-0.7394568292704923	0.0	0.1770579853315855	0.03177207587305584	0.4230636650749451	-0.10681339826051252	0.5920407364524641	-0.14001274130996977	-1.1860897513094322	-0.015613630049456852	-0.2123776713563929	0.6108594099273703	1.0437298133919715	0.6288141461222564	6.888093	5.6190987
EQU24_RS00335		hypothetical protein	CDS	other	0.35796034903026597	-0.9771054666962804	0.0	0.0925015663098695	-0.2645649784559132	0.4995865848418636	-0.8788583048977002	-0.013553649542622247	-0.27291260498494824	-1.2122277910923125	-0.13045042867976211	-0.1401251594760996	-0.22908993550389017	0.8688024414596643	0.02170570258437186	2.3781168	6.690236
EQU24_RS00340		hypothetical protein	CDS	other	0.15120426533522496	-0.9120935756440285	0.0	-0.10511971189807935	-0.26334228887327604	0.07374799472749057	-0.7955222220520644	-0.05801586302804658	-0.4445309379103676	-1.364372355167747	-0.6678520979607849	-0.7811396184486948	-0.8997721821011827	0.6675159245478586	-0.38230576685485895	-1.6448499	8.032783
EQU24_RS00345		hypothetical protein	CDS	other	0.4838349218994401	-0.6857822277712156	0.0	0.08385403678753892	-0.35311033709511963	0.28877545499495966	-0.28306054192509933	0.3501132037844734	-0.0876228245261599	-1.2532263212469654	0.2791129094200953	0.0957126496293686	0.27229654652834157	0.3512784733357824	0.13277069246027295	2.4196882	1.9205873
EQU24_RS00350		methyltransferase domain-containing protein	CDS	other	0.22791313513441855	-0.7933731521843769	0.0	-0.16698251210353054	-0.23530018402005445	-0.08926927643124506	-0.27781519109660535	0.10630414391400048	-0.39184853541854214	-1.5006195950935044	-0.11584936237252541	-0.21869129095664885	-0.5445182816550956	0.10139581590690246	-0.24625111612769732	-3.3698938	5.348147
EQU24_RS00355		glycosyltransferase	CDS	other	0.3740130895423948	-0.46340514023841506	0.0	-0.042135205917649576	-0.1479745210749852	0.1118355634540234	-0.40000106124602175	0.22024373907977499	-0.12490129312970198	-1.1181462918272036	-0.023297822550383106	-0.19945402793730058	0.12922881207050946	0.5271240669077973	-0.21293955209061072	2.5063517	3.9492412
EQU24_RS00360		glycosyltransferase	CDS	other	0.1815754812863693	-0.6433365843636856	0.0	-0.05701573715231522	0.013450722518923082	0.054057009253589056	-0.5923937172834352	0.05753260012034746	-0.3178593269949957	-1.2843585518180045	-0.4461020927184197	-0.6276106755010395	-0.34776026433928797	0.9026469245510192	-0.08446469236689397	1.4741571	6.6159096
EQU24_RS00365		glycosyltransferase family 2 protein	CDS	other	0.05847947731018957	-0.8517386574851242	0.0	-0.12259647325958829	-0.1507922325019937	0.19080994201504528	-0.5263368585846662	0.06746735021888053	-0.4454933563876616	-1.1782019626455105	-0.24207162671027627	-0.4721892365291698	-0.5116494063920882	0.5259319090799508	-0.34887007051921287	-0.6994336	6.7041063
EQU24_RS00370		hypothetical protein	CDS	other	0.5417155739920905	-0.43571110340332586	0.0	-0.039572121839264444	0.007710812015299538	0.20320202577701604	-0.053736398465700524	0.06019290229795693	0.3160737983905192	-0.16447182214331696	1.230378250637717	1.0353932723034687	1.2789060990482584	0.06764599382091148	-0.29297279820588495	7.3442197	-3.7397308
EQU24_RS00375		glycosyltransferase	CDS	other	0.4060000523817644	-0.4631294018280057	0.0	-0.041557657881950746	-0.052223966282234156	0.076717050586962	-0.14351395516574375	0.4777385849333585	-0.17931326180687723	-0.7099578944818621	-0.04824636151472612	-0.12277909577427366	0.4655909607198299	0.5028146158062502	-0.19034409837671817	4.7663627	1.6089808
EQU24_RS00380		SDR family oxidoreductase	CDS	other	0.4756364353820455	-0.3896741532959619	0.0	-0.017663541273379716	-0.06470568832216617	0.030652868337870027	-0.36226468460809025	0.1626542453124215	-0.011989688542207347	-0.7344745675515849	-0.3597515365018482	-0.5487125044483245	0.2885387477467016	0.8571586284153344	-0.30774251839903405	5.338867	3.541849
EQU24_RS00385		hypothetical protein	CDS	other	0.9795227573728502	0.5016556929175304	0.0	0.11685239611023719	0.039584892263849696	0.038763414320284295	0.20785271023079638	0.10482153933173409	0.9318706002213147	0.9869237378055987	1.3277951396548233	0.5894851353646604	2.5829825165784386	0.5346507926330236	-0.591999511830209	10.037611	-6.060978
EQU24_RS00390		glycosyltransferase family 4 protein	CDS	other	0.21513437758516848	-0.9717789641911206	0.0	-0.10940740613482199	-0.26909006451793577	0.22371262842070724	-0.366275619683674	0.35404135216458926	-0.48318841573376425	-1.3536876863446892	0.15425998263801063	0.3644320959085353	-0.27543559634451803	-0.012335890448826476	-0.1281487988031495	-4.378549	5.604637
EQU24_RS00395		ATP-binding protein	CDS	other	0.2586349323436993	-0.601317664172941	0.0	-0.10545561321556463	-0.19048786363377307	-0.027111177711874095	-0.4392693219771798	0.33085953158015513	-0.1758112335306031	-0.8044267674101007	0.030560823232052396	-0.03933189903693532	0.03624917727184517	0.20690162239935664	-0.38369935036747893	0.8119852	-0.96339047
